[ 2025-01-04 03:18:55,487 ] 16 root - INFO - Initiate the data ingestion
[ 2025-01-04 03:19:02,330 ] 58 root - INFO - performing the train test split on the dataframe
[ 2025-01-04 03:19:02,330 ] 61 root - INFO - Exporting train test file path
[ 2025-01-04 03:19:02,372 ] 64 root - INFO - Exporting the train test files
[ 2025-01-04 03:19:02,372 ] 18 root - INFO - Data Initiation Completed
[ 2025-01-04 03:19:02,377 ] 22 root - INFO - Initiate the data Validation
[ 2025-01-04 03:19:02,394 ] 33 root - INFO - Required number of columns:31
[ 2025-01-04 03:19:02,394 ] 34 root - INFO - Data frame has columns:31
[ 2025-01-04 03:19:02,394 ] 33 root - INFO - Required number of columns:31
[ 2025-01-04 03:19:02,394 ] 34 root - INFO - Data frame has columns:31
[ 2025-01-04 03:19:02,521 ] 24 root - INFO - data Validation Completed
[ 2025-01-04 03:19:02,521 ] 27 root - INFO - data Transformation started
[ 2025-01-04 03:19:02,521 ] 65 root - INFO - Entered data transformation
[ 2025-01-04 03:19:02,521 ] 67 root - INFO - starting data transformation
[ 2025-01-04 03:19:02,538 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-01-04 03:19:02,538 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-01-04 03:19:02,548 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 03:19:02,556 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 03:19:02,556 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 03:19:02,558 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 03:19:02,560 ] 31 root - INFO - data Transformation completed
[ 2025-01-04 03:19:02,560 ] 32 root - INFO - Model Training stared
[ 2025-01-04 03:19:02,562 ] 130 root - INFO - model (8291, 59)
