[ 2025-01-04 04:40:46,110 ] 16 root - INFO - Initiate the data ingestion
[ 2025-01-04 04:40:50,677 ] 58 root - INFO - performing the train test split on the dataframe
[ 2025-01-04 04:40:50,678 ] 61 root - INFO - Exporting train test file path
[ 2025-01-04 04:40:50,712 ] 64 root - INFO - Exporting the train test files
[ 2025-01-04 04:40:50,712 ] 18 root - INFO - Data Initiation Completed
[ 2025-01-04 04:40:50,717 ] 22 root - INFO - Initiate the data Validation
[ 2025-01-04 04:40:50,732 ] 33 root - INFO - Required number of columns:31
[ 2025-01-04 04:40:50,732 ] 34 root - INFO - Data frame has columns:31
[ 2025-01-04 04:40:50,732 ] 33 root - INFO - Required number of columns:31
[ 2025-01-04 04:40:50,732 ] 34 root - INFO - Data frame has columns:31
[ 2025-01-04 04:40:50,838 ] 24 root - INFO - data Validation Completed
[ 2025-01-04 04:40:50,838 ] 27 root - INFO - data Transformation started
[ 2025-01-04 04:40:50,838 ] 65 root - INFO - Entered data transformation
[ 2025-01-04 04:40:50,838 ] 67 root - INFO - starting data transformation
[ 2025-01-04 04:40:50,856 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-01-04 04:40:50,856 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-01-04 04:40:50,909 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 04:40:50,911 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 04:40:50,911 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 04:40:50,926 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 04:40:50,927 ] 31 root - INFO - data Transformation completed
[ 2025-01-04 04:40:50,927 ] 32 root - INFO - Model Training stared
[ 2025-01-04 04:40:50,930 ] 141 root - INFO - model (8291,)
[ 2025-01-04 04:41:16,421 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 04:41:16,430 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 04:41:16,430 ] 117 root - INFO - Best model: Random Forest with accuracy: 1.0
[ 2025-01-04 04:41:16,431 ] 37 root - INFO - Model Training artifact created
