[ 2025-01-04 02:59:27,878 ] 15 root - INFO - Initiate the data ingestion
[ 2025-01-04 02:59:31,792 ] 58 root - INFO - performing the train test split on the dataframe
[ 2025-01-04 02:59:31,792 ] 61 root - INFO - Exporting train test file path
[ 2025-01-04 02:59:31,839 ] 64 root - INFO - Exporting the train test files
[ 2025-01-04 02:59:31,839 ] 17 root - INFO - Data Initiation Completed
[ 2025-01-04 02:59:31,845 ] 21 root - INFO - Initiate the data Validation
[ 2025-01-04 02:59:31,866 ] 33 root - INFO - Required number of columns:31
[ 2025-01-04 02:59:31,866 ] 34 root - INFO - Data frame has columns:31
[ 2025-01-04 02:59:31,867 ] 33 root - INFO - Required number of columns:31
[ 2025-01-04 02:59:31,867 ] 34 root - INFO - Data frame has columns:31
[ 2025-01-04 02:59:31,987 ] 23 root - INFO - data Validation Completed
[ 2025-01-04 02:59:31,987 ] 26 root - INFO - data Transformation started
[ 2025-01-04 02:59:31,987 ] 65 root - INFO - Entered data transformation
[ 2025-01-04 02:59:31,987 ] 67 root - INFO - starting data transformation
[ 2025-01-04 02:59:32,007 ] 49 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-01-04 02:59:32,007 ] 54 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-01-04 02:59:32,021 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 02:59:32,023 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 02:59:32,023 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-01-04 02:59:32,026 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-01-04 02:59:32,027 ] 30 root - INFO - data Transformation completed
